,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,LOGRECNO,geometry
69,70,42,101,015800,42101015800,158,Census Tract 158,G5020,S,580218,0,+39.9735773,-075.1294327,10486,"POLYGON ((-8362626.250250626 4862125.393783517, -8362609.111558787 4862148.717418258, -8362619.60502179 4862159.490614581, -8362697.895671003 4862224.671847847, -8362748.193342643 4862266.95532, -8362801.366526651 4862311.7733246, -8362844.754819567 4862347.407531228, -8362899.517403652 4862392.420954439, -8362910.324162728 4862397.296062717, -8363003.444497814 4862468.527767321, -8363048.630469484 4862503.114186368, -8363095.227569991 4862538.280818835, -8363107.262079467 4862547.036372137, -8363144.333115036 4862579.445205771, -8363162.998671536 4862590.03474492, -8363280.970576626 4862679.386073597, -8363379.035099413 4862753.983538136, -8363428.249286651 4862791.045625287, -8363483.571830361 4862832.720040294, -8363563.487683523 4862728.327037998, -8363571.38819541 4862716.095889343, -8363584.518572949 4862689.037830497, -8363635.288074422 4862573.518273268, -8363678.577198539 4862474.022532889, -8363725.492186343 4862368.794952739, -8363730.883031602 4862355.616677732, -8363763.882500969 4862280.398247884, -8363783.794955246 4862235.213209172, -8363809.135477778 4862179.171045476, -8363819.038886823 4862155.608184794, -8363852.976479514 4862077.881088258, -8363885.475512801 4862005.899590949, -8363923.456598887 4861919.415127866, -8363924.274236162 4861830.792156733, -8363925.643513144 4861720.38352214, -8363927.462764255 4861638.191642129, -8363927.260200219 4861614.839415807, -8363926.593239598 4861409.564691887, -8363845.402495903 4861448.974353886, -8363786.875085582 4861475.003997028, -8363778.999331729 4861478.949535416, -8363718.00622203 4861505.287114349, -8363631.462771892 4861545.310372012, -8363557.059065172 4861578.91214593, -8363484.031507021 4861612.512203473, -8363370.527205899 4861664.03132442, -8363258.502929146 4861708.505280899, -8363179.442589112 4861742.070560171, -8363111.068443659 4861781.246854453, -8363060.640996636 4861804.30306494, -8362977.131584466 4861841.499135675, -8362918.90415171 4861868.852072735, -8362856.716342443 4861896.700093296, -8362793.321672892 4861933.722198926, -8362718.596727801 4861965.712073131, -8362708.789974029 4861970.131203186, -8362708.378902642 4861974.87899447, -8362696.473148606 4862010.002981136, -8362685.690575693 4862034.788636421, -8362674.534591633 4862057.097208348, -8362641.286304713 4862105.311011939, -8362626.250250626 4862125.393783517))"
70,71,42,101,016000,42101016000,160,Census Tract 160,G5020,S,720839,0,+39.9793809,-075.1231903,10487,"POLYGON ((-8362317.110596889 4862443.729717185, -8362294.105471367 4862510.250869848, -8362165.764585613 4862874.895797126, -8362133.831440795 4862967.430985157, -8362064.013723631 4863169.125703875, -8362025.919929008 4863252.956166935, -8362065.806554421 4863312.576151575, -8362155.971839407 4863448.185014743, -8362224.149686932 4863543.973000464, -8362230.215927178 4863553.291682193, -8362285.930107327 4863635.12334116, -8362348.403662405 4863728.585280524, -8362439.524629316 4863664.70801591, -8362491.684137597 4863627.84549664, -8362528.092588569 4863602.976277066, -8362571.583500045 4863574.967624827, -8362618.590306561 4863544.474119694, -8362682.547407575 4863503.262297175, -8362745.404979275 4863464.566334714, -8362809.472725064 4863426.265068538, -8362884.024021756 4863382.555975607, -8362955.188530553 4863343.031400681, -8363022.815440665 4863306.67683956, -8363142.501462243 4863244.313046702, -8363164.212537713 4863238.644119268, -8363196.428892741 4863209.684329694, -8363202.318579362 4863204.80411776, -8363272.09203388 4863112.92588727, -8363374.288174026 4862977.174350975, -8363483.571830361 4862832.720040294, -8363428.249286651 4862791.045625287, -8363379.035099413 4862753.983538136, -8363280.970576626 4862679.386073597, -8363162.998671536 4862590.03474492, -8363144.333115036 4862579.445205771, -8363107.262079467 4862547.036372137, -8363095.227569991 4862538.280818835, -8363048.630469484 4862503.114186368, -8363003.444497814 4862468.527767321, -8362910.324162728 4862397.296062717, -8362899.517403652 4862392.420954439, -8362844.754819567 4862347.407531228, -8362801.366526651 4862311.7733246, -8362748.193342643 4862266.95532, -8362697.895671003 4862224.671847847, -8362619.60502179 4862159.490614581, -8362609.111558787 4862148.717418258, -8362453.016228872 4862359.299419325, -8362430.892554067 4862379.675381282, -8362317.110596889 4862443.729717185))"
71,72,42,101,016100,42101016100,161,Census Tract 161,G5020,S,707586,0,+39.9844571,-075.1275250,10488,"POLYGON ((-8362589.403472135 4864054.65296079, -8362644.78718469 4864121.902332569, -8362697.493255584 4864187.803178972, -8362807.443869635 4864319.439414677, -8362931.686525217 4864466.834503727, -8362984.291588046 4864427.198328686, -8363036.711113165 4864390.503124461, -8363086.992010816 4864354.630803152, -8363140.13294264 4864315.135804788, -8363204.720365738 4864269.138013602, -8363267.028306212 4864225.113384838, -8363393.743983138 4864133.99305397, -8363458.233079365 4864089.052857424, -8363522.017910517 4864044.207597037, -8363584.384003114 4863999.666801555, -8363645.869158066 4863953.923910202, -8363645.962252097 4863929.914201655, -8363679.393732146 4863726.535279793, -8363713.915818733 4863513.341049046, -8363716.951512569 4863497.762785579, -8363754.316021459 4863274.718122561, -8363754.148935599 4863262.254684256, -8363788.721389715 4863057.252628516, -8363770.772494416 4863051.085762559, -8363631.363877247 4862945.39724727, -8363536.037845081 4862872.607995772, -8363483.571830361 4862832.720040294, -8363374.288174026 4862977.174350975, -8363272.09203388 4863112.92588727, -8363202.318579362 4863204.80411776, -8363196.428892741 4863209.684329694, -8363164.212537713 4863238.644119268, -8363142.501462243 4863244.313046702, -8363022.815440665 4863306.67683956, -8362955.188530553 4863343.031400681, -8362884.024021756 4863382.555975607, -8362809.472725064 4863426.265068538, -8362745.404979275 4863464.566334714, -8362682.547407575 4863503.262297175, -8362618.590306561 4863544.474119694, -8362571.583500045 4863574.967624827, -8362528.092588569 4863602.976277066, -8362491.684137597 4863627.84549664, -8362439.524629316 4863664.70801591, -8362348.403662405 4863728.585280524, -8362421.271314539 4863833.874063342, -8362455.336723078 4863883.354563784, -8362488.520303304 4863933.466114931, -8362571.703771605 4864063.225076681, -8362589.403472135 4864054.65296079))"
72,73,42,101,016200,42101016200,162,Census Tract 162,G5020,S,364983,0,+39.9840197,-075.1384217,10489,"POLYGON ((-8364863.064319108 4863937.128937623, -8364936.495314222 4863949.433264853, -8365025.128401166 4863964.39724368, -8365117.459863445 4863979.855511967, -8365105.029386732 4863963.623996757, -8365045.490910625 4863854.309023747, -8365013.889190136 4863797.765445839, -8365009.265091944 4863724.035470872, -8364997.783048423 4863578.37343535, -8365011.015506111 4863487.0034933, -8364990.788789523 4863483.716822926, -8364921.210954974 4863471.759289098, -8364888.026229605 4863466.166146196, -8364850.769313073 4863460.144015609, -8364793.922542231 4863450.333489613, -8364740.999600752 4863441.66018198, -8364689.524444917 4863432.759755452, -8364638.963695486 4863424.149567288, -8364588.006569554 4863415.684048393, -8364532.109533526 4863406.163718313, -8364476.044334179 4863396.99976122, -8364426.29374623 4863388.137131657, -8364414.35836165 4863386.295180648, -8364339.56834524 4863373.65273138, -8364262.20005776 4863360.637550578, -8364196.036876602 4863349.622544322, -8364136.487874869 4863339.348624519, -8364077.131457862 4863329.608779411, -8363975.739138282 4863311.883010454, -8363870.291288798 4863294.754333688, -8363813.229281485 4863284.410837433, -8363754.316021459 4863274.718122561, -8363716.951512569 4863497.762785579, -8363713.915818733 4863513.341049046, -8363679.393732146 4863726.535279793, -8363685.765496372 4863736.865278842, -8363737.637823364 4863746.416768501, -8363795.04405188 4863756.950823135, -8363847.543639312 4863765.556288077, -8363899.759688353 4863774.51159314, -8363950.186871972 4863782.790833862, -8364001.300192865 4863791.699458734, -8364059.65908894 4863801.41375213, -8364120.182815 4863811.800633796, -8364186.152668099 4863822.585801674, -8364264.176692401 4863835.633084215, -8364337.72712113 4863848.590084059, -8364397.217726828 4863858.535909295, -8364454.16276181 4863868.195959351, -8364509.888042505 4863880.452147536, -8364561.189225045 4863886.187285566, -8364612.24680856 4863894.214965971, -8364663.35358115 4863903.382605487, -8364716.016354227 4863911.772077658, -8364790.621051325 4863924.918552673, -8364863.064319108 4863937.128937623))"
73,74,42,101,016300,42101016300,163,Census Tract 163,G5020,S,572226,0,+39.9885061,-075.1339156,10490,"POLYGON ((-8364493.034931357 4863982.94085803, -8364499.113043126 4863946.189363319, -8364509.888042505 4863880.452147536, -8364454.16276181 4863868.195959351, -8364397.217726828 4863858.535909295, -8364337.72712113 4863848.590084059, -8364264.176692401 4863835.633084215, -8364186.152668099 4863822.585801674, -8364120.182815 4863811.800633796, -8364059.65908894 4863801.41375213, -8364001.300192865 4863791.699458734, -8363950.186871972 4863782.790833862, -8363899.759688353 4863774.51159314, -8363847.543639312 4863765.556288077, -8363795.04405188 4863756.950823135, -8363737.637823364 4863746.416768501, -8363685.765496372 4863736.865278842, -8363679.393732146 4863726.535279793, -8363645.962252097 4863929.914201655, -8363645.869158066 4863953.923910202, -8363584.384003114 4863999.666801555, -8363522.017910517 4864044.207597037, -8363458.233079365 4864089.052857424, -8363393.743983138 4864133.99305397, -8363267.028306212 4864225.113384838, -8363204.720365738 4864269.138013602, -8363140.13294264 4864315.135804788, -8363086.992010816 4864354.630803152, -8363036.711113165 4864390.503124461, -8362984.291588046 4864427.198328686, -8362931.686525217 4864466.834503727, -8362969.713214817 4864512.297240037, -8362982.494147838 4864523.950758995, -8363103.089795966 4864546.639435084, -8363319.483301538 4864583.631615936, -8363533.604430455 4864619.853374575, -8363593.630886973 4864630.092613732, -8363651.765628453 4864640.215867132, -8363702.991770858 4864647.951402379, -8363755.66193801 4864656.764027997, -8363806.269034198 4864665.093170852, -8363857.05304611 4864673.585337583, -8363915.983699529 4864683.824205001, -8363975.570137952 4864695.105742972, -8364042.05398531 4864705.497002246, -8364119.263084473 4864717.924787119, -8364251.575004464 4864741.813227748, -8364306.71564932 4864750.364593567, -8364363.299784221 4864759.602773906, -8364401.263665847 4864528.48588274, -8364437.793388097 4864311.033782611, -8364474.533411686 4864094.811884681, -8364493.034931357 4863982.94085803))"
74,75,42,101,016400,42101016400,164,Census Tract 164,G5020,S,485026,0,+39.9896437,-075.1431665,10491,"POLYGON ((-8364493.034931357 4863982.94085803, -8364474.533411686 4864094.811884681, -8364437.793388097 4864311.033782611, -8364401.263665847 4864528.48588274, -8364363.299784221 4864759.602773906, -8364464.51309243 4864776.707977621, -8364514.339793846 4864785.280573243, -8364568.776373647 4864793.7585293, -8364642.902797984 4864806.443333146, -8364715.058505035 4864818.298669668, -8364788.770126021 4864831.025726007, -8364880.592182551 4864846.495149642, -8364973.140990237 4864861.103914586, -8365044.000889412 4864873.098742108, -8365115.630406907 4864885.126468307, -8365170.454636005 4864894.996964667, -8365224.62609006 4864904.430457919, -8365312.876376315 4864919.036298821, -8365424.716005225 4864937.890490495, -8365446.421768829 4864835.659840036, -8365453.877610546 4864797.401400995, -8365471.639624442 4864709.074894099, -8365479.418925555 4864667.30731833, -8365475.832368423 4864645.849723731, -8365471.461426105 4864631.266169356, -8365454.338535109 4864595.803089449, -8365440.341004952 4864572.157645755, -8365393.070020599 4864484.775074816, -8365386.501829805 4864470.767907101, -8365318.067736444 4864350.757676089, -8365299.47743752 4864315.30592431, -8365256.413431226 4864235.754332103, -8365238.589852686 4864218.27267924, -8365218.834738569 4864170.034477185, -8365131.80887433 4864012.325579464, -8365126.796803825 4864002.583365021, -8365117.459863445 4863979.855511967, -8365025.128401166 4863964.39724368, -8364936.495314222 4863949.433264853, -8364863.064319108 4863937.128937623, -8364790.621051325 4863924.918552673, -8364716.016354227 4863911.772077658, -8364663.35358115 4863903.382605487, -8364612.24680856 4863894.214965971, -8364561.189225045 4863886.187285566, -8364509.888042505 4863880.452147536, -8364499.113043126 4863946.189363319, -8364493.034931357 4863982.94085803))"
75,76,42,101,016500,42101016500,165,Census Tract 165,G5020,S,394713,0,+39.9890550,-075.1491723,10492,"POLYGON ((-8365965.056816507 4864785.196192677, -8365974.323832463 4864735.540908202, -8365978.303856617 4864712.25563903, -8365983.041837419 4864686.101505539, -8365985.205735492 4864672.153112183, -8365991.36557597 4864636.906379445, -8365997.436445948 4864606.332673031, -8366002.132364903 4864582.683556617, -8366001.710659532 4864574.454055064, -8365979.66354711 4864570.717401816, -8365964.185083094 4864539.94616324, -8365957.041899721 4864525.983742174, -8365946.996042562 4864505.801067516, -8365913.030447118 4864437.317384246, -8365896.476900504 4864402.875420474, -8365880.35010358 4864368.234204398, -8365864.62377364 4864333.40500774, -8365862.054776549 4864328.776103498, -8365849.184602018 4864298.440909613, -8365833.917947782 4864263.395995586, -8365818.709316911 4864228.323830335, -8365809.877395626 4864208.225255845, -8365793.468505082 4864170.610053875, -8365769.330147466 4864098.054927305, -8365766.293393147 4864088.984142713, -8365757.19142046 4864061.797080594, -8365745.02543899 4864025.546920909, -8365735.952981698 4864004.938489937, -8365720.670075381 4863953.053714584, -8365715.068086715 4863936.353863494, -8365708.509619256 4863916.802490328, -8365681.988349329 4863837.308835031, -8365586.737479715 4863821.09297761, -8365498.572401307 4863806.525399875, -8365466.148772903 4863800.839687685, -8365411.381921654 4863791.781538579, -8365356.570278025 4863782.12496513, -8365301.868669125 4863773.333490477, -8365226.171888939 4863760.963957398, -8365152.927377204 4863748.940595848, -8365064.983160438 4863733.699337986, -8365009.265091944 4863724.035470872, -8365013.889190136 4863797.765445839, -8365045.490910625 4863854.309023747, -8365105.029386732 4863963.623996757, -8365117.459863445 4863979.855511967, -8365126.796803825 4864002.583365021, -8365131.80887433 4864012.325579464, -8365218.834738569 4864170.034477185, -8365238.589852686 4864218.27267924, -8365256.413431226 4864235.754332103, -8365299.47743752 4864315.30592431, -8365318.067736444 4864350.757676089, -8365386.501829805 4864470.767907101, -8365393.070020599 4864484.775074816, -8365440.341004952 4864572.157645755, -8365454.338535109 4864595.803089449, -8365471.461426105 4864631.266169356, -8365475.832368423 4864645.849723731, -8365479.418925555 4864667.30731833, -8365471.639624442 4864709.074894099, -8365453.877610546 4864797.401400995, -8365446.421768829 4864835.659840036, -8365424.716005225 4864937.890490495, -8365575.229265314 4864963.20318122, -8365750.586997642 4864993.327461462, -8365926.050508167 4865022.194153924, -8365937.031894051 4864952.943833897, -8365944.897932562 4864903.361820363, -8365954.320490843 4864850.283218995, -8365963.948660277 4864791.728888433, -8365965.056816507 4864785.196192677))"
76,77,42,101,016600,42101016600,166,Census Tract 166,G5020,S,261133,0,+39.9890491,-075.1536062,10493,"POLYGON ((-8365761.78095938 4863850.892300425, -8365681.988349329 4863837.308835031, -8365708.509619256 4863916.802490328, -8365715.068086715 4863936.353863494, -8365720.670075381 4863953.053714584, -8365735.952981698 4864004.938489937, -8365745.02543899 4864025.546920909, -8365757.19142046 4864061.797080594, -8365766.293393147 4864088.984142713, -8365769.330147466 4864098.054927305, -8365793.468505082 4864170.610053875, -8365809.877395626 4864208.225255845, -8365818.709316911 4864228.323830335, -8365833.917947782 4864263.395995586, -8365849.184602018 4864298.440909613, -8365862.054776549 4864328.776103498, -8365864.62377364 4864333.40500774, -8365880.35010358 4864368.234204398, -8365896.476900504 4864402.875420474, -8365913.030447118 4864437.317384246, -8365946.996042562 4864505.801067516, -8365957.041899721 4864525.983742174, -8365964.185083094 4864539.94616324, -8365979.66354711 4864570.717401816, -8366001.710659532 4864574.454055064, -8366002.132364903 4864582.683556617, -8365997.436445948 4864606.332673031, -8365991.36557597 4864636.906379445, -8365985.205735492 4864672.153112183, -8365983.041837419 4864686.101505539, -8365978.303856617 4864712.25563903, -8365974.323832463 4864735.540908202, -8365965.056816507 4864785.196192677, -8365963.948660277 4864791.728888433, -8365954.320490843 4864850.283218995, -8365944.897932562 4864903.361820363, -8365937.031894051 4864952.943833897, -8365926.050508167 4865022.194153924, -8366026.719958457 4865038.891560546, -8366164.347269921 4865061.552909658, -8366170.740262907 4865062.805466105, -8366178.214394172 4865020.005343104, -8366210.970808371 4864832.428907481, -8366246.702464414 4864614.513439457, -8366272.176288587 4864460.51453937, -8366282.571335223 4864398.921907618, -8366320.711313096 4864182.153205077, -8366358.605118558 4863950.573764865, -8366335.809235649 4863947.235321346, -8366261.931414063 4863935.496363536, -8366209.831277689 4863926.576131633, -8366112.227575659 4863909.885335305, -8366024.656947005 4863894.783736723, -8365991.662230088 4863889.314572573, -8365936.6099332 4863880.587178008, -8365849.394905154 4863865.879278189, -8365761.78095938 4863850.892300425))"
77,78,42,101,016800,42101016800,168,Census Tract 168,G5020,S,581301,0,+39.9917820,-075.1676540,10496,"POLYGON ((-8368137.902742382 4864487.770650784, -8368124.417208012 4864485.791155266, -8368091.037191228 4864480.941733356, -8368080.62214202 4864479.536184774, -8368060.646879029 4864476.292314949, -8368018.902059049 4864469.318121323, -8367916.916459961 4864452.508164703, -8367826.384044086 4864436.765720804, -8367763.222795331 4864425.185752253, -8367793.064759787 4864250.086528079, -8367801.108202471 4864194.002530763, -8367711.381402778 4864179.250030132, -8367622.89683447 4864163.929576561, -8367550.595464573 4864151.250906119, -8367486.675134403 4864141.60186334, -8367414.708864059 4864129.332242338, -8367327.186919147 4864115.857875502, -8367239.017273778 4864099.844613573, -8367200.883729859 4864331.692710662, -8367162.945012081 4864548.881005008, -8367127.598933483 4864765.243997804, -8367100.611326425 4864932.763770225, -8367123.347868418 4864963.17098167, -8367130.273052671 4864973.396773566, -8367176.658656097 4865044.996620269, -8367190.621806943 4865066.851556419, -8367209.732376566 4865096.28339123, -8367249.931613682 4865159.983781393, -8367239.152966049 4865174.032876446, -8367229.06233827 4865241.599381639, -8367331.392762282 4865258.741330416, -8367437.131420089 4865276.985520418, -8367615.638987793 4865307.358237311, -8367679.286746079 4865318.0462145, -8367731.270061878 4865327.812045954, -8367794.720933835 4865337.252994469, -8367856.559681123 4865348.462949975, -8367908.825437101 4865357.680238128, -8367971.884383922 4865367.609085768, -8367986.883296171 4865276.382915379, -8367997.439952157 4865212.50330754, -8368010.563720124 4865136.314143031, -8368016.898343981 4865095.562471512, -8368023.360852505 4865054.927175726, -8368033.35116115 4864996.519094458, -8368046.790575054 4864918.718456327, -8368063.903450147 4864810.257372789, -8368117.383733873 4864819.934482692, -8368205.51293619 4864834.314753988, -8368240.712753247 4864840.999958647, -8368259.378813055 4864732.192994595, -8368269.30884733 4864677.922582663, -8368277.99403441 4864623.210935745, -8368287.65106025 4864567.420389397, -8368296.244757837 4864514.939395057, -8368242.971417557 4864506.467047488, -8368148.432941386 4864489.831071279, -8368137.902742382 4864487.770650784))"
78,79,42,101,003901,42101003901,39.01,Census Tract 39.01,G5020,S,420397,0,+39.9238262,-075.1732854,10381,"POLYGON ((-8368674.684962506 4854354.913805397, -8368595.166062201 4854340.820351874, -8368511.489245989 4854326.950717686, -8368448.131424368 4854316.867965546, -8368397.092622691 4854308.294499923, -8368335.414425994 4854297.40296171, -8368303.760684771 4854478.948551902, -8368244.756457895 4854467.717950433, -8368190.096286997 4854459.534540964, -8368130.327773917 4854449.369490403, -8368070.96202387 4854439.164101417, -8368021.359631973 4854431.50117691, -8367951.060231677 4854419.897191073, -8367920.890035645 4854598.750343872, -8367889.071038958 4854780.504231647, -8367858.003987754 4854965.053271323, -8367830.690210391 4855127.968453829, -8367830.027524428 4855137.373649264, -8367800.40325697 4855312.976629424, -8367873.371336426 4855328.618658382, -8367921.827248376 4855335.70136955, -8367980.615558098 4855346.130714099, -8368042.052498642 4855356.211384771, -8368095.21803342 4855366.080049821, -8368155.329230919 4855374.8123028, -8368216.291022416 4855386.643687896, -8368267.837879115 4855393.815423577, -8368330.491940784 4855404.781969137, -8368445.54945582 4855424.771347932, -8368505.636331469 4855434.352895232, -8368516.963952071 4855373.167158378, -8368525.470511132 4855319.326404399, -8368535.992801532 4855257.691796019, -8368564.143586348 4855079.660400314, -8368587.27166515 4854941.996847719, -8368594.557284825 4854899.90200415, -8368605.528236546 4854837.400267604, -8368614.476138338 4854784.001248836, -8368625.39956832 4854718.05801536, -8368655.249376004 4854537.635746992, -8368665.950971769 4854476.526024046, -8368672.070166374 4854430.12976561, -8368673.418225492 4854422.839193583, -8368680.038302014 4854381.443970604, -8368684.290866706 4854356.735835401, -8368674.684962506 4854354.913805397))"
79,80,42,101,016902,42101016902,169.02,Census Tract 169.02,G5020,S,563700,0,+39.9939857,-075.1831934,10498,"POLYGON ((-8369667.191078378 4864508.449855872, -8369655.668248529 4864506.827266352, -8369630.042095031 4864501.745624023, -8369561.994632173 4864490.953911392, -8369489.925206613 4864480.337900925, -8369384.62352937 4864461.600410611, -8369322.195418292 4864449.492010891, -8369269.833439595 4864441.339540231, -8369208.281049808 4864430.082056876, -8369028.207822748 4864401.652767943, -8369007.683477423 4864518.101774794, -8369000.430223077 4864556.243379151, -8368987.854770003 4864632.742514757, -8368971.61121326 4864739.717995157, -8368961.928566664 4864797.281160088, -8368953.419315029 4864848.508216338, -8368915.806747839 4865066.48553023, -8368879.8325655 4865283.027609058, -8368869.97754048 4865341.886935012, -8368861.010144799 4865395.264923217, -8368852.431741185 4865444.73412124, -8368841.102358862 4865513.470282836, -8368911.011891439 4865524.945056097, -8369020.665211339 4865544.497064853, -8369199.011189729 4865572.238079084, -8369260.213033838 4865583.134668018, -8369365.645761039 4865601.236367299, -8369488.936287904 4865622.992645564, -8369559.464368034 4865635.250250488, -8369728.261961964 4865662.598011264, -8369846.193998681 4865681.416156326, -8369846.653861991 4865445.928432915, -8369846.510774134 4865425.106605369, -8369843.74689512 4865368.466528494, -8369840.743572559 4865337.58090907, -8369807.881111403 4865209.369282085, -8369776.087032191 4865121.795329863, -8369721.580372977 4864977.040064999, -8369695.374242136 4864907.249084042, -8369684.059050034 4864877.392148434, -8369708.867660421 4864748.750587222, -8369746.973770755 4864521.819968954, -8369667.191078378 4864508.449855872))"
80,81,42,101,016901,42101016901,169.01,Census Tract 169.01,G5020,S,512907,0,+39.9930523,-075.1758394,10497,"POLYGON ((-8368016.898343981 4865095.562471512, -8368010.563720124 4865136.314143031, -8367997.439952157 4865212.50330754, -8367986.883296171 4865276.382915379, -8367971.884383922 4865367.609085768, -8368033.994304265 4865378.932731999, -8368085.509654006 4865387.116739593, -8368148.565487767 4865397.334507776, -8368325.965983481 4865425.198170926, -8368378.233034115 4865434.774524342, -8368502.970444378 4865455.243098815, -8368659.955667154 4865483.346288506, -8368721.505108052 4865494.744052644, -8368775.649402467 4865502.300152035, -8368841.102358862 4865513.470282836, -8368852.431741185 4865444.73412124, -8368861.010144799 4865395.264923217, -8368869.97754048 4865341.886935012, -8368879.8325655 4865283.027609058, -8368915.806747839 4865066.48553023, -8368953.419315029 4864848.508216338, -8368961.928566664 4864797.281160088, -8368971.61121326 4864739.717995157, -8368987.854770003 4864632.742514757, -8369000.430223077 4864556.243379151, -8369007.683477423 4864518.101774794, -8369028.207822748 4864401.652767943, -8368960.929724702 4864389.270260151, -8368910.644422327 4864381.731010519, -8368845.661729567 4864371.27063579, -8368781.446550453 4864360.198803039, -8368688.577068842 4864343.9560149, -8368532.497756625 4864318.002337683, -8368508.223024137 4864333.462275865, -8368386.744669346 4864413.050669122, -8368359.967393364 4864430.593370569, -8368353.083369628 4864434.447148289, -8368305.506689239 4864464.135217309, -8368296.244757837 4864514.939395057, -8368287.65106025 4864567.420389397, -8368277.99403441 4864623.210935745, -8368269.30884733 4864677.922582663, -8368259.378813055 4864732.192994595, -8368240.712753247 4864840.999958647, -8368205.51293619 4864834.314753988, -8368117.383733873 4864819.934482692, -8368063.903450147 4864810.257372789, -8368046.790575054 4864918.718456327, -8368033.35116115 4864996.519094458, -8368023.360852505 4865054.927175726, -8368016.898343981 4865095.562471512))"
